date,version,prev_date,prev_version,change,name,diff
2026-01-08,2.1.2,2026-01-07,2.1.0,added,LSP,versions/2026-01-08_2.1.2/diff-from-2026-01-07_2.1.0.md
2026-01-08,2.1.2,2026-01-07,2.1.0,added,ListMcpResourcesTool,versions/2026-01-08_2.1.2/diff-from-2026-01-07_2.1.0.md
2026-01-08,2.1.2,2026-01-07,2.1.0,added,ReadMcpResourceTool,versions/2026-01-08_2.1.2/diff-from-2026-01-07_2.1.0.md
2026-01-08,2.1.2,2026-01-07,2.1.0,removed,AskUserQuestion,versions/2026-01-08_2.1.2/diff-from-2026-01-07_2.1.0.md
2026-01-08,2.1.2,2026-01-07,2.1.0,removed,Edit,versions/2026-01-08_2.1.2/diff-from-2026-01-07_2.1.0.md
2026-01-08,2.1.2,2026-01-07,2.1.0,removed,EnterPlanMode,versions/2026-01-08_2.1.2/diff-from-2026-01-07_2.1.0.md
2026-01-08,2.1.2,2026-01-07,2.1.0,removed,ExitPlanMode,versions/2026-01-08_2.1.2/diff-from-2026-01-07_2.1.0.md
2026-01-08,2.1.2,2026-01-07,2.1.0,removed,KillShell,versions/2026-01-08_2.1.2/diff-from-2026-01-07_2.1.0.md
2026-01-08,2.1.2,2026-01-07,2.1.0,removed,NotebookEdit,versions/2026-01-08_2.1.2/diff-from-2026-01-07_2.1.0.md
2026-01-08,2.1.2,2026-01-07,2.1.0,removed,Task,versions/2026-01-08_2.1.2/diff-from-2026-01-07_2.1.0.md
2026-01-08,2.1.2,2026-01-07,2.1.0,removed,TaskOutput,versions/2026-01-08_2.1.2/diff-from-2026-01-07_2.1.0.md
2026-01-08,2.1.2,2026-01-07,2.1.0,removed,Write,versions/2026-01-08_2.1.2/diff-from-2026-01-07_2.1.0.md
2026-01-09,2.1.3,2026-01-08,2.1.2,added,AskUserQuestion,versions/2026-01-09_2.1.3/diff-from-2026-01-08_2.1.2.md
2026-01-09,2.1.3,2026-01-08,2.1.2,added,Edit,versions/2026-01-09_2.1.3/diff-from-2026-01-08_2.1.2.md
2026-01-09,2.1.3,2026-01-08,2.1.2,added,EnterPlanMode,versions/2026-01-09_2.1.3/diff-from-2026-01-08_2.1.2.md
2026-01-09,2.1.3,2026-01-08,2.1.2,added,ExitPlanMode,versions/2026-01-09_2.1.3/diff-from-2026-01-08_2.1.2.md
2026-01-09,2.1.3,2026-01-08,2.1.2,added,KillShell,versions/2026-01-09_2.1.3/diff-from-2026-01-08_2.1.2.md
2026-01-09,2.1.3,2026-01-08,2.1.2,added,NotebookEdit,versions/2026-01-09_2.1.3/diff-from-2026-01-08_2.1.2.md
2026-01-09,2.1.3,2026-01-08,2.1.2,added,Task,versions/2026-01-09_2.1.3/diff-from-2026-01-08_2.1.2.md
2026-01-09,2.1.3,2026-01-08,2.1.2,added,TaskOutput,versions/2026-01-09_2.1.3/diff-from-2026-01-08_2.1.2.md
2026-01-09,2.1.3,2026-01-08,2.1.2,added,Write,versions/2026-01-09_2.1.3/diff-from-2026-01-08_2.1.2.md
2026-01-09,2.1.3,2026-01-08,2.1.2,removed,LSP,versions/2026-01-09_2.1.3/diff-from-2026-01-08_2.1.2.md
2026-01-09,2.1.3,2026-01-08,2.1.2,removed,ListMcpResourcesTool,versions/2026-01-09_2.1.3/diff-from-2026-01-08_2.1.2.md
2026-01-09,2.1.3,2026-01-08,2.1.2,removed,ReadMcpResourceTool,versions/2026-01-09_2.1.3/diff-from-2026-01-08_2.1.2.md
2026-01-09,2.1.3,2026-01-08,2.1.2,modified,Bash,versions/2026-01-09_2.1.3/diff-from-2026-01-08_2.1.2.md
2026-01-10,2.1.4,2026-01-09,2.1.3,removed,AskUserQuestion,versions/2026-01-10_2.1.4/diff-from-2026-01-09_2.1.3.md
2026-01-10,2.1.4,2026-01-09,2.1.3,removed,Edit,versions/2026-01-10_2.1.4/diff-from-2026-01-09_2.1.3.md
2026-01-10,2.1.4,2026-01-09,2.1.3,removed,EnterPlanMode,versions/2026-01-10_2.1.4/diff-from-2026-01-09_2.1.3.md
2026-01-10,2.1.4,2026-01-09,2.1.3,removed,ExitPlanMode,versions/2026-01-10_2.1.4/diff-from-2026-01-09_2.1.3.md
2026-01-10,2.1.4,2026-01-09,2.1.3,removed,Glob,versions/2026-01-10_2.1.4/diff-from-2026-01-09_2.1.3.md
2026-01-10,2.1.4,2026-01-09,2.1.3,removed,Grep,versions/2026-01-10_2.1.4/diff-from-2026-01-09_2.1.3.md
2026-01-10,2.1.4,2026-01-09,2.1.3,removed,KillShell,versions/2026-01-10_2.1.4/diff-from-2026-01-09_2.1.3.md
2026-01-10,2.1.4,2026-01-09,2.1.3,removed,NotebookEdit,versions/2026-01-10_2.1.4/diff-from-2026-01-09_2.1.3.md
2026-01-10,2.1.4,2026-01-09,2.1.3,removed,Read,versions/2026-01-10_2.1.4/diff-from-2026-01-09_2.1.3.md
2026-01-10,2.1.4,2026-01-09,2.1.3,removed,Skill,versions/2026-01-10_2.1.4/diff-from-2026-01-09_2.1.3.md
2026-01-10,2.1.4,2026-01-09,2.1.3,removed,Task,versions/2026-01-10_2.1.4/diff-from-2026-01-09_2.1.3.md
2026-01-10,2.1.4,2026-01-09,2.1.3,removed,TaskOutput,versions/2026-01-10_2.1.4/diff-from-2026-01-09_2.1.3.md
2026-01-10,2.1.4,2026-01-09,2.1.3,removed,TodoWrite,versions/2026-01-10_2.1.4/diff-from-2026-01-09_2.1.3.md
2026-01-10,2.1.4,2026-01-09,2.1.3,removed,WebFetch,versions/2026-01-10_2.1.4/diff-from-2026-01-09_2.1.3.md
2026-01-10,2.1.4,2026-01-09,2.1.3,removed,WebSearch,versions/2026-01-10_2.1.4/diff-from-2026-01-09_2.1.3.md
2026-01-10,2.1.4,2026-01-09,2.1.3,removed,Write,versions/2026-01-10_2.1.4/diff-from-2026-01-09_2.1.3.md
2026-01-10,2.1.4,2026-01-09,2.1.3,modified,Bash,versions/2026-01-10_2.1.4/diff-from-2026-01-09_2.1.3.md
2026-01-13,2.1.6,2026-01-11,2.1.5,added,AskUserQuestion,versions/2026-01-13_2.1.6/diff-from-2026-01-11_2.1.5.md
2026-01-13,2.1.6,2026-01-11,2.1.5,added,Edit,versions/2026-01-13_2.1.6/diff-from-2026-01-11_2.1.5.md
2026-01-13,2.1.6,2026-01-11,2.1.5,added,EnterPlanMode,versions/2026-01-13_2.1.6/diff-from-2026-01-11_2.1.5.md
2026-01-13,2.1.6,2026-01-11,2.1.5,added,ExitPlanMode,versions/2026-01-13_2.1.6/diff-from-2026-01-11_2.1.5.md
2026-01-13,2.1.6,2026-01-11,2.1.5,added,Glob,versions/2026-01-13_2.1.6/diff-from-2026-01-11_2.1.5.md
2026-01-13,2.1.6,2026-01-11,2.1.5,added,Grep,versions/2026-01-13_2.1.6/diff-from-2026-01-11_2.1.5.md
2026-01-13,2.1.6,2026-01-11,2.1.5,added,KillShell,versions/2026-01-13_2.1.6/diff-from-2026-01-11_2.1.5.md
2026-01-13,2.1.6,2026-01-11,2.1.5,added,NotebookEdit,versions/2026-01-13_2.1.6/diff-from-2026-01-11_2.1.5.md
2026-01-13,2.1.6,2026-01-11,2.1.5,added,Read,versions/2026-01-13_2.1.6/diff-from-2026-01-11_2.1.5.md
2026-01-13,2.1.6,2026-01-11,2.1.5,added,Skill,versions/2026-01-13_2.1.6/diff-from-2026-01-11_2.1.5.md
2026-01-13,2.1.6,2026-01-11,2.1.5,added,Task,versions/2026-01-13_2.1.6/diff-from-2026-01-11_2.1.5.md
2026-01-13,2.1.6,2026-01-11,2.1.5,added,TaskOutput,versions/2026-01-13_2.1.6/diff-from-2026-01-11_2.1.5.md
2026-01-13,2.1.6,2026-01-11,2.1.5,added,TodoWrite,versions/2026-01-13_2.1.6/diff-from-2026-01-11_2.1.5.md
2026-01-13,2.1.6,2026-01-11,2.1.5,added,WebFetch,versions/2026-01-13_2.1.6/diff-from-2026-01-11_2.1.5.md
2026-01-13,2.1.6,2026-01-11,2.1.5,added,WebSearch,versions/2026-01-13_2.1.6/diff-from-2026-01-11_2.1.5.md
2026-01-13,2.1.6,2026-01-11,2.1.5,added,Write,versions/2026-01-13_2.1.6/diff-from-2026-01-11_2.1.5.md
2026-01-13,2.1.7,2026-01-13,2.1.6,modified,Task,versions/2026-01-13_2.1.7/diff-from-2026-01-13_2.1.6.md
2026-01-15,2.1.9,2026-01-13,2.1.7,modified,WebSearch,versions/2026-01-15_2.1.9/diff-from-2026-01-13_2.1.7.md
2026-01-17,2.1.10,2026-01-15,2.1.9,modified,Bash,versions/2026-01-17_2.1.10/diff-from-2026-01-15_2.1.9.md
2026-01-17,2.1.10,2026-01-15,2.1.9,modified,ExitPlanMode,versions/2026-01-17_2.1.10/diff-from-2026-01-15_2.1.9.md
2026-01-20,2.1.14,2026-01-17,2.1.12,added,ListMcpResourcesTool,versions/2026-01-20_2.1.14/diff-from-2026-01-17_2.1.12.md
2026-01-20,2.1.14,2026-01-17,2.1.12,added,ReadMcpResourceTool,versions/2026-01-20_2.1.14/diff-from-2026-01-17_2.1.12.md
2026-01-20,2.1.14,2026-01-17,2.1.12,added,ToolSearch,versions/2026-01-20_2.1.14/diff-from-2026-01-17_2.1.12.md
2026-01-20,2.1.14,2026-01-17,2.1.12,modified,Bash,versions/2026-01-20_2.1.14/diff-from-2026-01-17_2.1.12.md
2026-01-20,2.1.14,2026-01-17,2.1.12,modified,ExitPlanMode,versions/2026-01-20_2.1.14/diff-from-2026-01-17_2.1.12.md
2026-01-20,2.1.14,2026-01-17,2.1.12,modified,WebFetch,versions/2026-01-20_2.1.14/diff-from-2026-01-17_2.1.12.md
2026-01-21,2.1.15,2026-01-20,2.1.14,modified,Bash,versions/2026-01-21_2.1.15/diff-from-2026-01-20_2.1.14.md
2026-01-22,2.1.16,2026-01-21,2.1.15,modified,Bash,versions/2026-01-22_2.1.16/diff-from-2026-01-21_2.1.15.md
2026-01-22,2.1.16,2026-01-21,2.1.15,modified,ExitPlanMode,versions/2026-01-22_2.1.16/diff-from-2026-01-21_2.1.15.md
2026-01-22,2.1.16,2026-01-21,2.1.15,modified,Task,versions/2026-01-22_2.1.16/diff-from-2026-01-21_2.1.15.md
2026-01-22,2.1.16,2026-01-21,2.1.15,modified,WebFetch,versions/2026-01-22_2.1.16/diff-from-2026-01-21_2.1.15.md
2026-01-23,2.1.19,2026-01-22,2.1.18,added,TaskStop,versions/2026-01-23_2.1.19/diff-from-2026-01-22_2.1.18.md
2026-01-23,2.1.19,2026-01-22,2.1.18,removed,KillShell,versions/2026-01-23_2.1.19/diff-from-2026-01-22_2.1.18.md
2026-01-23,2.1.19,2026-01-22,2.1.18,modified,ExitPlanMode,versions/2026-01-23_2.1.19/diff-from-2026-01-22_2.1.18.md
2026-01-23,2.1.19,2026-01-22,2.1.18,modified,Skill,versions/2026-01-23_2.1.19/diff-from-2026-01-22_2.1.18.md
2026-01-23,2.1.19,2026-01-22,2.1.18,modified,Task,versions/2026-01-23_2.1.19/diff-from-2026-01-22_2.1.18.md
2026-01-23,2.1.19,2026-01-22,2.1.18,modified,ToolSearch,versions/2026-01-23_2.1.19/diff-from-2026-01-22_2.1.18.md
2026-01-27,2.1.20,2026-01-23,2.1.19,modified,Bash,versions/2026-01-27_2.1.20/diff-from-2026-01-23_2.1.19.md
2026-01-27,2.1.20,2026-01-23,2.1.19,modified,Edit,versions/2026-01-27_2.1.20/diff-from-2026-01-23_2.1.19.md
2026-01-27,2.1.20,2026-01-23,2.1.19,modified,Skill,versions/2026-01-27_2.1.20/diff-from-2026-01-23_2.1.19.md
2026-01-27,2.1.20,2026-01-23,2.1.19,modified,Task,versions/2026-01-27_2.1.20/diff-from-2026-01-23_2.1.19.md
2026-01-28,2.1.21,2026-01-27,2.1.20,modified,Grep,versions/2026-01-28_2.1.21/diff-from-2026-01-27_2.1.20.md
2026-01-28,2.1.21,2026-01-27,2.1.20,modified,Skill,versions/2026-01-28_2.1.21/diff-from-2026-01-27_2.1.20.md
2026-01-28,2.1.22,2026-01-28,2.1.21,modified,Skill,versions/2026-01-28_2.1.22/diff-from-2026-01-28_2.1.21.md
2026-01-29,2.1.23,2026-01-28,2.1.22,modified,Skill,versions/2026-01-29_2.1.23/diff-from-2026-01-28_2.1.22.md
2026-02-03,2.1.30,2026-01-31,2.1.29,modified,Read,versions/2026-02-03_2.1.30/diff-from-2026-01-31_2.1.29.md
2026-02-03,2.1.30,2026-01-31,2.1.29,modified,Task,versions/2026-02-03_2.1.30/diff-from-2026-01-31_2.1.29.md
2026-02-04,2.1.31,2026-02-03,2.1.30,modified,Task,versions/2026-02-04_2.1.31/diff-from-2026-02-03_2.1.30.md
2026-02-05,2.1.32,2026-02-04,2.1.31,modified,Bash,versions/2026-02-05_2.1.32/diff-from-2026-02-04_2.1.31.md
2026-02-05,2.1.32,2026-02-04,2.1.31,modified,Task,versions/2026-02-05_2.1.32/diff-from-2026-02-04_2.1.31.md
2026-02-06,2.1.33,2026-02-05,2.1.32,added,SendMessage,versions/2026-02-06_2.1.33/diff-from-2026-02-05_2.1.32.md
2026-02-06,2.1.33,2026-02-05,2.1.32,added,TeamCreate,versions/2026-02-06_2.1.33/diff-from-2026-02-05_2.1.32.md
2026-02-06,2.1.33,2026-02-05,2.1.32,added,TeamDelete,versions/2026-02-06_2.1.33/diff-from-2026-02-05_2.1.32.md
2026-02-06,2.1.33,2026-02-05,2.1.32,modified,Edit,versions/2026-02-06_2.1.33/diff-from-2026-02-05_2.1.32.md
2026-02-10,2.1.38,2026-02-07,2.1.37,modified,Bash,versions/2026-02-10_2.1.38/diff-from-2026-02-07_2.1.37.md
2026-02-10,2.1.38,2026-02-07,2.1.37,modified,Task,versions/2026-02-10_2.1.38/diff-from-2026-02-07_2.1.37.md
2026-02-10,2.1.39,2026-02-10,2.1.38,modified,Bash,versions/2026-02-10_2.1.39/diff-from-2026-02-10_2.1.38.md
2026-02-13,2.1.42,2026-02-13,2.1.41,modified,WebSearch,versions/2026-02-13_2.1.42/diff-from-2026-02-13_2.1.41.md
2026-02-17,2.1.45,2026-02-16,2.1.44,modified,AskUserQuestion,versions/2026-02-17_2.1.45/diff-from-2026-02-16_2.1.44.md
2026-02-18,2.1.47,2026-02-17,2.1.45,modified,AskUserQuestion,versions/2026-02-18_2.1.47/diff-from-2026-02-17_2.1.45.md
2026-02-18,2.1.47,2026-02-17,2.1.45,modified,Task,versions/2026-02-18_2.1.47/diff-from-2026-02-17_2.1.45.md
2026-02-19,2.1.49,2026-02-18,2.1.47,added,EnterWorktree,versions/2026-02-19_2.1.49/diff-from-2026-02-18_2.1.47.md
2026-02-19,2.1.49,2026-02-18,2.1.47,modified,Task,versions/2026-02-19_2.1.49/diff-from-2026-02-18_2.1.47.md
2026-02-20,2.1.50,2026-02-19,2.1.49,modified,EnterWorktree,versions/2026-02-20_2.1.50/diff-from-2026-02-19_2.1.49.md
2026-02-20,2.1.50,2026-02-19,2.1.49,modified,ExitPlanMode,versions/2026-02-20_2.1.50/diff-from-2026-02-19_2.1.49.md
2026-02-20,2.1.50,2026-02-19,2.1.49,modified,Task,versions/2026-02-20_2.1.50/diff-from-2026-02-19_2.1.49.md
2026-02-23,2.1.51,2026-02-20,2.1.50,removed,AskUserQuestion,versions/2026-02-23_2.1.51/diff-from-2026-02-20_2.1.50.md
2026-02-23,2.1.51,2026-02-20,2.1.50,removed,EnterPlanMode,versions/2026-02-23_2.1.51/diff-from-2026-02-20_2.1.50.md
2026-02-23,2.1.51,2026-02-20,2.1.50,removed,EnterWorktree,versions/2026-02-23_2.1.51/diff-from-2026-02-20_2.1.50.md
2026-02-23,2.1.51,2026-02-20,2.1.50,removed,ExitPlanMode,versions/2026-02-23_2.1.51/diff-from-2026-02-20_2.1.50.md
2026-02-23,2.1.51,2026-02-20,2.1.50,removed,ListMcpResourcesTool,versions/2026-02-23_2.1.51/diff-from-2026-02-20_2.1.50.md
2026-02-23,2.1.51,2026-02-20,2.1.50,removed,NotebookEdit,versions/2026-02-23_2.1.51/diff-from-2026-02-20_2.1.50.md
2026-02-23,2.1.51,2026-02-20,2.1.50,removed,ReadMcpResourceTool,versions/2026-02-23_2.1.51/diff-from-2026-02-20_2.1.50.md
2026-02-23,2.1.51,2026-02-20,2.1.50,removed,SendMessage,versions/2026-02-23_2.1.51/diff-from-2026-02-20_2.1.50.md
2026-02-23,2.1.51,2026-02-20,2.1.50,removed,Skill,versions/2026-02-23_2.1.51/diff-from-2026-02-20_2.1.50.md
2026-02-23,2.1.51,2026-02-20,2.1.50,removed,TaskOutput,versions/2026-02-23_2.1.51/diff-from-2026-02-20_2.1.50.md
2026-02-23,2.1.51,2026-02-20,2.1.50,removed,TaskStop,versions/2026-02-23_2.1.51/diff-from-2026-02-20_2.1.50.md
2026-02-23,2.1.51,2026-02-20,2.1.50,removed,TeamCreate,versions/2026-02-23_2.1.51/diff-from-2026-02-20_2.1.50.md
2026-02-23,2.1.51,2026-02-20,2.1.50,removed,TeamDelete,versions/2026-02-23_2.1.51/diff-from-2026-02-20_2.1.50.md
2026-02-23,2.1.51,2026-02-20,2.1.50,removed,TodoWrite,versions/2026-02-23_2.1.51/diff-from-2026-02-20_2.1.50.md
2026-02-23,2.1.51,2026-02-20,2.1.50,removed,WebFetch,versions/2026-02-23_2.1.51/diff-from-2026-02-20_2.1.50.md
2026-02-23,2.1.51,2026-02-20,2.1.50,removed,WebSearch,versions/2026-02-23_2.1.51/diff-from-2026-02-20_2.1.50.md
2026-02-23,2.1.51,2026-02-20,2.1.50,modified,ToolSearch,versions/2026-02-23_2.1.51/diff-from-2026-02-20_2.1.50.md
2026-02-24,2.1.53,2026-02-24,2.1.52,modified,Bash,versions/2026-02-24_2.1.53/diff-from-2026-02-24_2.1.52.md
2026-02-24,2.1.53,2026-02-24,2.1.52,modified,Task,versions/2026-02-24_2.1.53/diff-from-2026-02-24_2.1.52.md
2026-02-24,2.1.53,2026-02-24,2.1.52,modified,Write,versions/2026-02-24_2.1.53/diff-from-2026-02-24_2.1.52.md
2026-02-26,2.1.61,2026-02-25,2.1.59,added,AskUserQuestion,versions/2026-02-26_2.1.61/diff-from-2026-02-25_2.1.59.md
2026-02-26,2.1.61,2026-02-25,2.1.59,added,EnterPlanMode,versions/2026-02-26_2.1.61/diff-from-2026-02-25_2.1.59.md
2026-02-26,2.1.61,2026-02-25,2.1.59,added,EnterWorktree,versions/2026-02-26_2.1.61/diff-from-2026-02-25_2.1.59.md
2026-02-26,2.1.61,2026-02-25,2.1.59,added,ExitPlanMode,versions/2026-02-26_2.1.61/diff-from-2026-02-25_2.1.59.md
2026-02-26,2.1.61,2026-02-25,2.1.59,added,ListMcpResourcesTool,versions/2026-02-26_2.1.61/diff-from-2026-02-25_2.1.59.md
2026-02-26,2.1.61,2026-02-25,2.1.59,added,NotebookEdit,versions/2026-02-26_2.1.61/diff-from-2026-02-25_2.1.59.md
2026-02-26,2.1.61,2026-02-25,2.1.59,added,ReadMcpResourceTool,versions/2026-02-26_2.1.61/diff-from-2026-02-25_2.1.59.md
2026-02-26,2.1.61,2026-02-25,2.1.59,added,SendMessage,versions/2026-02-26_2.1.61/diff-from-2026-02-25_2.1.59.md
2026-02-26,2.1.61,2026-02-25,2.1.59,added,Skill,versions/2026-02-26_2.1.61/diff-from-2026-02-25_2.1.59.md
2026-02-26,2.1.61,2026-02-25,2.1.59,added,TaskOutput,versions/2026-02-26_2.1.61/diff-from-2026-02-25_2.1.59.md
2026-02-26,2.1.61,2026-02-25,2.1.59,added,TaskStop,versions/2026-02-26_2.1.61/diff-from-2026-02-25_2.1.59.md
2026-02-26,2.1.61,2026-02-25,2.1.59,added,TeamCreate,versions/2026-02-26_2.1.61/diff-from-2026-02-25_2.1.59.md
2026-02-26,2.1.61,2026-02-25,2.1.59,added,TeamDelete,versions/2026-02-26_2.1.61/diff-from-2026-02-25_2.1.59.md
2026-02-26,2.1.61,2026-02-25,2.1.59,added,TodoWrite,versions/2026-02-26_2.1.61/diff-from-2026-02-25_2.1.59.md
2026-02-26,2.1.61,2026-02-25,2.1.59,added,WebFetch,versions/2026-02-26_2.1.61/diff-from-2026-02-25_2.1.59.md
2026-02-26,2.1.61,2026-02-25,2.1.59,added,WebSearch,versions/2026-02-26_2.1.61/diff-from-2026-02-25_2.1.59.md
2026-02-26,2.1.61,2026-02-25,2.1.59,modified,ToolSearch,versions/2026-02-26_2.1.61/diff-from-2026-02-25_2.1.59.md
2026-02-28,2.1.63,2026-02-27,2.1.62,added,Agent,versions/2026-02-28_2.1.63/diff-from-2026-02-27_2.1.62.md
2026-02-28,2.1.63,2026-02-27,2.1.62,removed,Task,versions/2026-02-28_2.1.63/diff-from-2026-02-27_2.1.62.md
2026-02-28,2.1.63,2026-02-27,2.1.62,modified,Bash,versions/2026-02-28_2.1.63/diff-from-2026-02-27_2.1.62.md
2026-02-28,2.1.63,2026-02-27,2.1.62,modified,EnterPlanMode,versions/2026-02-28_2.1.63/diff-from-2026-02-27_2.1.62.md
2026-02-28,2.1.63,2026-02-27,2.1.62,modified,Grep,versions/2026-02-28_2.1.63/diff-from-2026-02-27_2.1.62.md
2026-02-28,2.1.63,2026-02-27,2.1.62,modified,TeamCreate,versions/2026-02-28_2.1.63/diff-from-2026-02-27_2.1.62.md
2026-02-28,2.1.63,2026-02-27,2.1.62,modified,TodoWrite,versions/2026-02-28_2.1.63/diff-from-2026-02-27_2.1.62.md
2026-03-04,2.1.69,2026-03-04,2.1.68,modified,ToolSearch,versions/2026-03-04_2.1.69/diff-from-2026-03-04_2.1.68.md
2026-03-04,2.1.69,2026-03-04,2.1.68,moved_to_deferred,Agent,versions/2026-03-04_2.1.69/diff-from-2026-03-04_2.1.68.md
2026-03-04,2.1.69,2026-03-04,2.1.68,moved_to_deferred,AskUserQuestion,versions/2026-03-04_2.1.69/diff-from-2026-03-04_2.1.68.md
2026-03-04,2.1.69,2026-03-04,2.1.68,moved_to_deferred,Bash,versions/2026-03-04_2.1.69/diff-from-2026-03-04_2.1.68.md
2026-03-04,2.1.69,2026-03-04,2.1.68,moved_to_deferred,Edit,versions/2026-03-04_2.1.69/diff-from-2026-03-04_2.1.68.md
2026-03-04,2.1.69,2026-03-04,2.1.68,moved_to_deferred,EnterPlanMode,versions/2026-03-04_2.1.69/diff-from-2026-03-04_2.1.68.md
2026-03-04,2.1.69,2026-03-04,2.1.68,moved_to_deferred,EnterWorktree,versions/2026-03-04_2.1.69/diff-from-2026-03-04_2.1.68.md
2026-03-04,2.1.69,2026-03-04,2.1.68,moved_to_deferred,ExitPlanMode,versions/2026-03-04_2.1.69/diff-from-2026-03-04_2.1.68.md
2026-03-04,2.1.69,2026-03-04,2.1.68,moved_to_deferred,Glob,versions/2026-03-04_2.1.69/diff-from-2026-03-04_2.1.68.md
2026-03-04,2.1.69,2026-03-04,2.1.68,moved_to_deferred,Grep,versions/2026-03-04_2.1.69/diff-from-2026-03-04_2.1.68.md
2026-03-04,2.1.69,2026-03-04,2.1.68,moved_to_deferred,ListMcpResourcesTool,versions/2026-03-04_2.1.69/diff-from-2026-03-04_2.1.68.md
2026-03-04,2.1.69,2026-03-04,2.1.68,moved_to_deferred,NotebookEdit,versions/2026-03-04_2.1.69/diff-from-2026-03-04_2.1.68.md
2026-03-04,2.1.69,2026-03-04,2.1.68,moved_to_deferred,Read,versions/2026-03-04_2.1.69/diff-from-2026-03-04_2.1.68.md
2026-03-04,2.1.69,2026-03-04,2.1.68,moved_to_deferred,ReadMcpResourceTool,versions/2026-03-04_2.1.69/diff-from-2026-03-04_2.1.68.md
2026-03-04,2.1.69,2026-03-04,2.1.68,moved_to_deferred,SendMessage,versions/2026-03-04_2.1.69/diff-from-2026-03-04_2.1.68.md
2026-03-04,2.1.69,2026-03-04,2.1.68,moved_to_deferred,Skill,versions/2026-03-04_2.1.69/diff-from-2026-03-04_2.1.68.md
2026-03-04,2.1.69,2026-03-04,2.1.68,moved_to_deferred,TaskOutput,versions/2026-03-04_2.1.69/diff-from-2026-03-04_2.1.68.md
2026-03-04,2.1.69,2026-03-04,2.1.68,moved_to_deferred,TaskStop,versions/2026-03-04_2.1.69/diff-from-2026-03-04_2.1.68.md
2026-03-04,2.1.69,2026-03-04,2.1.68,moved_to_deferred,TeamCreate,versions/2026-03-04_2.1.69/diff-from-2026-03-04_2.1.68.md
2026-03-04,2.1.69,2026-03-04,2.1.68,moved_to_deferred,TeamDelete,versions/2026-03-04_2.1.69/diff-from-2026-03-04_2.1.68.md
2026-03-04,2.1.69,2026-03-04,2.1.68,moved_to_deferred,TodoWrite,versions/2026-03-04_2.1.69/diff-from-2026-03-04_2.1.68.md
2026-03-04,2.1.69,2026-03-04,2.1.68,moved_to_deferred,WebFetch,versions/2026-03-04_2.1.69/diff-from-2026-03-04_2.1.68.md
2026-03-04,2.1.69,2026-03-04,2.1.68,moved_to_deferred,WebSearch,versions/2026-03-04_2.1.69/diff-from-2026-03-04_2.1.68.md
2026-03-04,2.1.69,2026-03-04,2.1.68,moved_to_deferred,Write,versions/2026-03-04_2.1.69/diff-from-2026-03-04_2.1.68.md
2026-03-06,2.1.71,2026-03-06,2.1.70,added,CronCreate,versions/2026-03-06_2.1.71/diff-from-2026-03-06_2.1.70.md
2026-03-06,2.1.71,2026-03-06,2.1.70,added,CronDelete,versions/2026-03-06_2.1.71/diff-from-2026-03-06_2.1.70.md
2026-03-06,2.1.71,2026-03-06,2.1.70,added,CronList,versions/2026-03-06_2.1.71/diff-from-2026-03-06_2.1.70.md
2026-03-06,2.1.71,2026-03-06,2.1.70,deferred_added,CronCreate,versions/2026-03-06_2.1.71/diff-from-2026-03-06_2.1.70.md
2026-03-06,2.1.71,2026-03-06,2.1.70,deferred_added,CronDelete,versions/2026-03-06_2.1.71/diff-from-2026-03-06_2.1.70.md
2026-03-06,2.1.71,2026-03-06,2.1.70,deferred_added,CronList,versions/2026-03-06_2.1.71/diff-from-2026-03-06_2.1.70.md
2026-03-09,2.1.72,2026-03-06,2.1.71,added,ExitWorktree,versions/2026-03-09_2.1.72/diff-from-2026-03-06_2.1.71.md
2026-03-09,2.1.72,2026-03-06,2.1.71,modified,ToolSearch,versions/2026-03-09_2.1.72/diff-from-2026-03-06_2.1.71.md
2026-03-09,2.1.72,2026-03-06,2.1.71,deferred_added,ExitWorktree,versions/2026-03-09_2.1.72/diff-from-2026-03-06_2.1.71.md
2026-03-18,2.1.79,2026-03-17,2.1.78,removed,ListMcpResourcesTool,versions/2026-03-18_2.1.79/diff-from-2026-03-17_2.1.78.md
2026-03-18,2.1.79,2026-03-17,2.1.78,removed,ReadMcpResourceTool,versions/2026-03-18_2.1.79/diff-from-2026-03-17_2.1.78.md
2026-03-20,2.1.81,2026-03-19,2.1.80,added,RemoteTrigger,versions/2026-03-20_2.1.81/diff-from-2026-03-19_2.1.80.md
2026-03-20,2.1.81,2026-03-19,2.1.80,deferred_added,RemoteTrigger,versions/2026-03-20_2.1.81/diff-from-2026-03-19_2.1.80.md
2026-03-24,2.1.83,2026-03-20,2.1.81,added,ListMcpResourcesTool,versions/2026-03-24_2.1.83/diff-from-2026-03-20_2.1.81.md
2026-03-24,2.1.83,2026-03-20,2.1.81,added,ReadMcpResourceTool,versions/2026-03-24_2.1.83/diff-from-2026-03-20_2.1.81.md
2026-03-24,2.1.83,2026-03-20,2.1.81,deferred_added,ListMcpResourcesTool,versions/2026-03-24_2.1.83/diff-from-2026-03-20_2.1.81.md
2026-03-24,2.1.83,2026-03-20,2.1.81,deferred_added,ReadMcpResourceTool,versions/2026-03-24_2.1.83/diff-from-2026-03-20_2.1.81.md
2026-03-25,2.1.84,2026-03-24,2.1.83,moved_to_advertised,Agent,versions/2026-03-25_2.1.84/diff-from-2026-03-24_2.1.83.md
