timestamp,provider,model,duration_ms,ttft_ms,status,stop_reason,input_tokens,output_tokens,total_tokens,cost_usd,is_streaming,has_tools,has_thinking,preview_text
2026-05-04T05:50:51.272083,anthropic,claude-haiku-4-5-20251001,602.7274131774902,,success,max_tokens,8,1,9,1.04e-05,False,False,False,quota
2026-05-04T05:50:52.544617,anthropic,claude-haiku-4-5-20251001,1818.66455078125,438.0323886871338,success,end_turn,399,145,544,0.0008992000000000001,True,False,False,Warmup
2026-05-04T05:50:53.395613,anthropic,claude-sonnet-4-5-20250929,2237.3046875,1926.184892654419,success,tool_use,2,54,56,0.005346599999999999,True,True,False,"Use the say-hello skill. Print only its output, nothing else."
2026-05-04T05:50:55.251383,anthropic,claude-sonnet-4-5-20250929,1820.814609527588,1393.8567638397217,success,end_turn,6,17,23,0.0048267,True,True,False,"Use the say-hello skill. Print only its output, nothing else."
